Date,Open,High,Low,Close,Adj Close,Volume
2012-01-18,2559.000000,2650.000000,2481.000000,2496.449951,2274.694580,3404
2012-01-19,2550.000000,2550.000000,2492.000000,2504.899902,2282.393555,1654
2012-01-20,2510.000000,2584.000000,2510.000000,2525.899902,2301.528076,2811
2012-01-23,2525.500000,2563.000000,2481.000000,2498.649902,2276.699951,2134
2012-01-24,2510.000000,2547.000000,2480.050049,2516.600098,2293.054688,581
2012-01-25,2540.000000,2540.000000,2472.399902,2481.600098,2261.164307,3302
2012-01-27,2544.000000,2579.000000,2500.000000,2503.000000,2280.662598,1190
2012-01-30,2505.100098,2528.949951,2425.000000,2462.000000,2243.304688,1053
2012-01-31,2470.000000,2509.699951,2451.000000,2464.449951,2245.537109,1204
2012-02-01,2465.000000,2588.699951,2460.100098,2543.050049,2317.155762,2056
2012-02-02,2575.000000,2599.000000,2565.050049,2593.050049,2362.714355,2054
2012-02-03,2601.000000,2630.000000,2550.000000,2575.949951,2347.132813,3898
2012-02-06,2619.949951,3044.399902,2583.000000,2883.750000,2627.590820,19514
2012-02-07,2940.000000,3001.199951,2740.000000,2789.750000,2541.941162,10955
2012-02-08,2800.000000,2911.949951,2751.199951,2887.350098,2630.871582,4703
2012-02-09,2912.300049,2959.899902,2655.000000,2670.050049,2432.873779,27732
2012-02-10,2650.050049,2755.850098,2650.000000,2680.050049,2441.985596,13221
2012-02-13,2705.100098,2720.949951,2645.149902,2651.949951,2416.382324,2470
2012-02-14,2679.000000,2682.000000,2651.000000,2666.699951,2429.821777,12625
2012-02-15,2666.000000,2678.949951,2650.000000,2667.899902,2440.065674,13250
2012-02-16,2642.000000,2667.000000,2501.050049,2575.399902,2355.463867,6044
2012-02-17,2586.000000,2589.899902,2450.000000,2460.899902,2250.741943,11218
2012-02-21,2470.000000,2548.000000,2470.000000,2518.550049,2303.470703,5434
2012-02-22,2528.399902,2569.899902,2489.949951,2495.899902,2282.753418,9741
2012-02-23,2493.000000,2501.000000,2450.000000,2478.899902,2267.205078,10850
2012-02-24,2494.000000,2494.949951,2435.100098,2458.550049,2248.593262,3441
2012-02-27,2450.199951,2484.000000,2425.000000,2449.449951,2240.270264,6063
2012-02-28,2447.000000,2500.000000,2432.050049,2473.949951,2262.678955,1700
2012-02-29,2435.000000,2519.000000,2435.000000,2507.350098,2293.226563,1856
2012-03-01,2520.000000,2720.000000,2482.000000,2589.300049,2368.177979,13253
2012-03-02,2565.500000,2619.000000,2555.000000,2585.350098,2364.564697,1609
2012-03-03,null,null,null,null,null,null
2012-03-05,2600.000000,2650.000000,2590.000000,2617.500000,2393.969238,3384
2012-03-06,2616.000000,2659.949951,2599.000000,2624.449951,2400.325195,1851
2012-03-07,2605.149902,2635.000000,2565.649902,2598.850098,2376.912109,1327
2012-03-09,2615.000000,2615.000000,2565.899902,2580.550049,2360.175049,51049
2012-03-12,2600.000000,2615.000000,2565.000000,2597.800049,2375.951660,1262
2012-03-13,2614.000000,2615.000000,2594.699951,2607.550049,2384.870361,11717
