Date,Open,High,Low,Close,Adj Close,Volume
2012-01-18,540.000000,548.150024,522.650024,538.075012,443.850952,11665532
2012-01-19,543.500000,544.450012,532.700012,537.775024,443.603546,4163292
2012-01-20,539.974976,545.474976,536.500000,539.750000,445.232544,2572694
2012-01-23,543.000000,545.724976,537.075012,538.849976,444.490356,2130496
2012-01-24,544.000000,547.500000,539.000000,544.349976,449.026978,2641310
2012-01-25,547.450012,554.974976,545.525024,549.000000,454.114075,5845238
2012-01-27,552.500000,560.275024,550.049988,554.375000,458.560089,5209718
2012-01-30,551.250000,559.474976,550.375000,555.875000,459.800995,2595558
2012-01-31,556.500000,567.950012,556.500000,566.200012,468.341431,3538120
2012-02-01,564.700012,567.500000,554.125000,564.349976,466.811005,2288804
2012-02-02,568.000000,576.325012,565.150024,574.000000,474.793182,3386140
2012-02-03,572.500000,588.000000,570.500000,585.775024,484.533081,2777558
2012-02-06,591.849976,600.025024,586.674988,596.924988,493.756012,3427196
2012-02-07,604.849976,604.849976,595.950012,599.000000,495.472534,3407656
2012-02-08,608.200012,613.424988,605.500000,609.825012,504.426453,3627184
2012-02-09,605.549988,616.000000,594.000000,614.299988,508.128174,3038062
2012-02-10,614.000000,619.000000,606.000000,616.700012,510.113342,2324302
2012-02-13,611.099976,618.974976,607.000000,612.849976,506.928711,1631770
2012-02-14,612.500000,614.775024,607.500000,610.000000,504.571228,1826646
2012-02-15,613.575012,624.400024,609.750000,620.799988,513.504517,2167166
2012-02-16,619.000000,621.000000,609.000000,612.674988,506.783875,1886660
2012-02-17,617.424988,627.000000,610.500000,614.375000,508.190216,4096568
2012-02-21,611.775024,620.000000,602.375000,618.525024,511.622681,2489504
2012-02-22,617.500000,633.424988,614.500000,626.174988,517.950378,3141826
2012-02-23,624.525024,637.450012,622.000000,629.900024,521.031921,4086880
2012-02-24,629.500000,640.424988,628.625000,635.000000,525.250610,2346400
2012-02-27,639.500000,639.974976,622.799988,626.025024,517.826660,1861370
2012-02-28,627.625000,630.200012,609.549988,613.275024,507.280304,3973490
2012-02-29,620.000000,620.000000,606.125000,610.974976,505.377716,3060216
2012-03-01,611.500000,613.474976,605.025024,609.799988,504.405731,1568594
2012-03-02,613.000000,613.500000,603.500000,608.625000,503.433960,2309232
2012-03-03,null,null,null,null,null,null
