Date,Open,High,Low,Close,Adj Close,Volume
2012-01-18,223.750000,225.000000,221.500000,222.600006,195.748535,47576
2012-01-19,222.024994,227.500000,222.024994,226.149994,198.870300,56888
2012-01-20,225.750000,232.649994,225.750000,227.975006,200.475159,50974
2012-01-23,235.550003,235.550003,223.500000,225.524994,198.320694,42338
2012-01-24,225.000000,229.350006,225.000000,227.199997,199.793610,14278
2012-01-25,225.524994,229.449997,223.500000,228.250000,200.716965,162864
2012-01-27,229.000000,231.050003,225.750000,229.675003,201.970108,24878
2012-01-30,230.000000,230.050003,220.050003,222.975006,196.078262,20292
2012-01-31,224.925003,227.899994,223.850006,226.774994,199.419937,21504
2012-02-01,223.574997,232.500000,223.574997,232.175003,204.168518,30952
2012-02-02,234.899994,234.899994,229.500000,232.074997,204.080597,30038
2012-02-03,234.500000,238.399994,230.000000,237.574997,208.917130,57472
2012-02-06,237.500000,239.949997,220.824997,237.550003,208.895157,52126
2012-02-07,244.000000,244.000000,237.000000,237.725006,209.049026,94104
2012-02-08,240.125000,242.000000,236.050003,241.000000,211.929016,27930
2012-02-09,240.000000,243.949997,240.000000,242.899994,213.599823,49390
2012-02-10,248.500000,250.500000,244.250000,246.875000,217.095322,334890
2012-02-13,250.500000,264.000000,250.500000,258.924988,227.691727,660724
2012-02-14,263.975006,263.975006,256.200012,259.325012,228.043503,264080
2012-02-15,262.000000,264.950012,260.000000,263.500000,231.714890,241302
2012-02-16,265.000000,267.500000,262.250000,264.700012,232.770157,95728
2012-02-17,266.750000,271.225006,260.500000,262.674988,230.989380,174942
2012-02-21,266.100006,274.750000,262.500000,263.825012,232.000702,348814
2012-02-22,266.399994,266.399994,255.000000,256.000000,225.119568,121832
2012-02-23,261.500000,261.500000,251.000000,257.125000,226.108887,216316
2012-02-24,257.899994,264.875000,255.550003,258.975006,227.735779,104752
2012-02-27,263.475006,263.500000,252.000000,253.824997,223.206940,53746
2012-02-28,255.000000,258.450012,252.574997,255.225006,224.438065,44832
2012-02-29,257.000000,267.450012,254.000000,260.200012,228.812958,161660
2012-03-01,257.549988,264.950012,214.949997,261.825012,230.241943,161820
2012-03-02,262.500000,273.100006,258.500000,269.200012,236.727341,613610
2012-03-03,null,null,null,null,null,null
2012-03-05,265.000000,276.500000,264.975006,271.174988,238.464096,251928
2012-03-06,267.000000,275.725006,266.750000,268.674988,236.265640,883966
2012-03-07,268.674988,268.674988,264.024994,266.200012,234.089188,143478
2012-03-09,269.500000,277.500000,269.075012,277.149994,243.718353,361870
2012-03-12,280.000000,286.475006,277.500000,283.524994,249.324341,257896
2012-03-13,285.000000,289.450012,284.049988,286.975006,252.358200,816900
2012-03-14,287.500000,287.500000,280.225006,283.750000,249.522217,212296
2012-03-15,280.500000,286.000000,276.899994,283.174988,249.016571,231520
2012-03-16,284.899994,289.250000,283.500000,286.075012,251.566742,87442
2012-03-19,285.024994,287.350006,276.299988,282.774994,248.664795,133818
2012-03-20,284.975006,287.399994,277.549988,279.350006,245.653000,186004
2012-03-21,279.250000,284.000000,279.125000,283.100006,248.950638,77722
2012-03-22,281.649994,286.250000,281.649994,285.299988,250.885208,48734
2012-03-23,285.000000,288.450012,280.649994,282.750000,248.642868,98470
2012-03-26,283.000000,287.500000,282.024994,286.500000,251.940521,78614
2012-03-27,287.500000,288.000000,285.924988,286.524994,251.962479,57496
2012-03-28,283.500000,287.375000,281.000000,281.774994,247.785446,70388
2012-03-29,283.475006,287.500000,278.475006,283.750000,249.522217,124940
2012-03-30,287.000000,297.299988,284.524994,296.500000,260.734192,1432356
2012-04-02,295.000000,299.500000,291.500000,295.899994,260.206635,56306
2012-04-03,298.375000,299.950012,295.524994,297.899994,261.965363,66070
2012-04-04,297.475006,298.000000,292.549988,296.674988,260.888062,87090
2012-04-09,295.500000,299.450012,288.799988,297.325012,261.459717,22600
2012-04-10,294.500000,297.524994,294.500000,295.024994,259.437134,26268
2012-04-11,296.500000,296.500000,287.600006,292.399994,257.128784,17578
2012-04-12,295.000000,296.100006,291.000000,291.950012,256.733063,18684
2012-04-13,290.500000,298.500000,287.524994,291.475006,256.315399,29072
2012-04-16,291.500000,297.500000,286.975006,294.774994,259.217255,274922
2012-04-17,288.000000,295.950012,265.049988,288.375000,253.589279,49364
2012-04-18,290.000000,291.975006,284.049988,285.299988,250.885208,40710
2012-04-19,285.024994,290.000000,283.149994,285.100006,250.709396,54988
2012-04-20,288.475006,288.475006,280.000000,282.875000,248.752777,48452
2012-04-23,281.149994,285.500000,280.000000,281.299988,247.367691,20202
2012-04-24,280.575012,286.975006,275.500000,284.225006,249.939865,428096
2012-04-25,279.924988,285.975006,278.524994,284.750000,250.401535,32318
2012-04-26,283.149994,284.875000,278.549988,280.524994,246.686188,25288
2012-04-27,284.000000,284.250000,276.500000,280.225006,246.422394,32814
2012-04-30,282.049988,282.049988,278.649994,280.899994,247.016006,27120
2012-05-02,280.299988,281.450012,277.774994,280.774994,246.906052,20858
2012-05-03,281.450012,283.049988,277.000000,278.299988,244.729584,28004
2012-05-04,280.149994,280.149994,271.000000,275.250000,242.047516,17628
2012-05-07,267.149994,277.475006,267.149994,275.200012,242.003555,15986
2012-05-08,278.875000,278.875000,270.000000,270.825012,238.156326,21970
2012-05-09,270.250000,274.000000,265.049988,266.625000,234.462982,19886
2012-05-10,269.500000,279.500000,266.200012,276.825012,243.432526,32878
2012-05-11,279.500000,281.500000,267.950012,269.299988,236.815277,623050
2012-05-14,269.000000,272.450012,265.825012,267.899994,235.584091,16164
2012-05-15,267.649994,269.000000,265.000000,265.250000,233.253799,36240
2012-05-16,265.000000,266.975006,261.174988,261.975006,230.373840,155966
2012-05-17,263.450012,263.725006,259.000000,260.600006,229.164719,53880
2012-05-18,260.700012,268.000000,253.250000,263.600006,231.802841,54784
2012-05-21,263.975006,266.825012,262.500000,264.225006,232.352448,10386
2012-05-22,264.000000,269.424988,264.000000,265.575012,233.539612,6752
2012-05-23,270.950012,270.950012,262.625000,265.674988,233.627518,30644
2012-05-24,265.000000,265.750000,260.149994,262.799988,231.099319,34860
2012-05-25,264.500000,268.924988,259.975006,264.375000,232.484329,22218
2012-05-28,267.450012,272.125000,266.524994,268.725006,236.309662,49302
2012-05-29,270.000000,272.475006,261.000000,263.475006,231.692917,131142
2012-05-30,256.875000,263.475006,256.875000,259.049988,227.801666,978174
2012-05-31,257.475006,270.000000,256.975006,267.325012,235.078506,570584
2012-06-01,267.500000,267.500000,261.549988,263.100006,231.363144,15614
2012-06-04,265.000000,265.000000,255.850006,258.475006,227.296066,15750
2012-06-05,259.000000,263.000000,250.574997,259.375000,228.087479,13540
2012-06-06,262.500000,265.799988,261.000000,262.250000,230.615692,45662
2012-06-07,264.250000,264.250000,260.049988,261.825012,230.241943,51654
2012-06-08,263.575012,264.500000,260.000000,260.774994,229.318588,45112
2012-06-11,263.899994,263.899994,259.500000,259.924988,228.571121,27510
2012-06-12,260.000000,261.000000,255.750000,259.250000,227.977570,48218
2012-06-13,257.500000,270.000000,257.500000,269.649994,237.123032,192932
2012-06-14,268.000000,273.950012,262.500000,263.825012,232.000702,99864
2012-06-15,261.825012,266.200012,260.100006,262.700012,231.011444,60772
2012-06-18,262.500000,266.950012,256.500000,258.774994,227.559830,32434
2012-06-19,262.000000,262.000000,256.500000,260.325012,228.922913,37942
2012-06-20,263.000000,265.000000,260.000000,261.375000,229.846252,45414
2012-06-21,261.024994,264.625000,260.000000,261.049988,229.560394,78610
2012-06-22,260.250000,263.000000,260.000000,261.424988,229.890152,18000
2012-06-25,247.475006,267.000000,247.475006,263.975006,232.132599,316814
2012-06-26,265.000000,265.500000,260.000000,260.924988,229.450500,32092
2012-06-27,260.274994,264.000000,260.149994,261.424988,229.890152,14106
